epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
61,test,125000,75,11742.773333333333,2172,26432,0.00125,15250000,1000000,2088.56,0,3812500,36995.616486,104.88106600000174,1191.8261776629724
62,train,250000,237,11883.257383966236,832,34324,0.0025,15500000,1000000,2060.52,41.085082650522466,3875000,37497.540591,501.9229209999976,498.0844459183429
62,test,125000,52,9408.769230769232,2552,15268,0.00125,15500000,1000000,2064.21,0,3875000,37602.229465,104.65609899999981,1194.3881072807828
63,train,250000,272,11444.02941176471,792,34456,0.0025,15750000,1000000,1878.74,38.592953574757523,3937500,38104.066492,501.8358490000028,498.17086702388735
63,test,125000,104,10331.730769230771,1312,30308,0.00125,15750000,1000000,1870.04,0,3937500,38208.412952,104.31419099999766,1198.3029231373016
64,train,250000,246,11279.31707317073,848,30572,0.0025,16000000,1000000,2079.47,40.278322807905944,4000000,38710.1548,501.74068499999703,498.26535394474035
64,test,125000,92,9990.608695652176,1468,25708,0.00125,16000000,1000000,2110.07,0,4000000,38814.627668,104.44000800000504,1196.8593491489771
65,train,250000,234,12370.66666666666,972,33076,0.0025,16250000,1000000,2210.8,41.056753513023786,4062500,39317.182866999996,502.55402299999696,497.45895676573167
65,test,125000,72,11640.722222222228,2296,25460,0.00125,16250000,1000000,2215.63,0,4062500,39421.931606,104.71643100000074,1193.6999648125816
66,train,250000,193,11808.911917098443,1836,29464,0.0025,16500000,1000000,1914.42,38.26668321909154,4125000,39923.439692,501.506991000002,498.4975373952444
66,test,125000,40,14839.8,1616,36032,0.00125,16500000,1000000,1910.14,0,4125000,40027.97258,104.5003330000036,1196.168437090011
67,train,250000,184,13377.760869565212,1572,36508,0.0025,16750000,1000000,1699.26,33.861788671684891,4187500,40529.87925,501.9055640000006,498.1016707756595
67,test,125000,67,15499.641791044776,1772,32796,0.00125,16750000,1000000,1697.72,0,4187500,40634.544039,104.63210600000457,1194.6619902689768
68,train,250000,264,12508.939393939394,656,39632,0.0025,17000000,1000000,1797.81,33.738187175841048,4250000,41136.533701,501.9885560000039,498.0193213807011
68,test,125000,57,12579.508771929826,1760,32504,0.00125,17000000,1000000,1783.52,0,4250000,41241.201471,104.63494799999899,1194.6295419385233
69,train,250000,210,12452.628571428562,1336,35628,0.0025,17250000,1000000,1869.63,33.875113332916577,4312500,41743.102386,501.89973699999973,498.1074536805349
69,test,125000,64,13964.250000000002,756,29560,0.00125,17250000,1000000,1875.01,0,4312500,41847.531656,104.39673900000344,1197.3554078159077
70,train,250000,211,11749.744075829387,1352,33812,0.0025,17500000,1000000,1916.94,34.895708669782238,4375000,42350.068488,502.5356580000007,497.4771362393545
70,test,125000,88,11039.499999999993,2504,31472,0.00125,17500000,1000000,1902.94,0,4375000,42454.827048,104.72606100000121,1193.5901991004757
71,train,250000,253,12380.284584980234,1376,34520,0.0025,17750000,1000000,2058.83,34.285759244185428,4437500,42956.860985,502.0327810000017,497.9754499338145
71,test,125000,59,11666.57627118644,2312,30284,0.00125,17750000,1000000,2043.48,0,4437500,43061.377182,104.48382699999638,1196.357403715738
72,train,250000,201,13057.154228855714,8,35908,0.0025,18000000,1000000,1787.77,33.793700851655025,4500000,43563.63278,502.2544410000046,497.755678381344
72,test,125000,47,12179.23404255319,2304,25140,0.00125,18000000,1000000,1773.72,0,4500000,43668.402498999996,104.73736099999951,1193.4614239516745
73,train,250000,184,13124.80434782609,1056,34096,0.0025,18250000,1000000,1928.78,31.060128918422965,4562500,44170.210092,501.8064169999998,498.2000857912507
73,test,125000,108,14041.296296296292,3444,32740,0.00125,18250000,1000000,1926.98,0,4562500,44275.250474,105.00829599999997,1190.382138950241
74,train,250000,258,12177.069767441868,1208,33944,0.0025,18500000,1000000,2245.49,34.333653242997599,4625000,44777.507638999996,502.2560000000012,497.75413335032215
74,test,125000,76,14825.947368421053,1852,35936,0.00125,18500000,1000000,2276.06,0,4625000,44882.529633,104.98944199999823,1190.595907729485
75,train,250000,215,13248.3534883721,56,33812,0.0025,18750000,1000000,2134.48,35.575141304802074,4687500,45384.667336,502.13652900000307,497.87256166738365
75,test,125000,59,16224.881355932206,732,38976,0.00125,18750000,1000000,2213.35,0,4687500,45489.408893,104.70932400000311,1193.7809855404691
76,train,250000,191,13853.570680628278,1296,35656,0.0025,19000000,1000000,1970.76,33.388993275335849,4750000,45991.278386,501.86844500000007,498.1385111789604
76,test,125000,57,12875.508771929823,2424,35928,0.00125,19000000,1000000,1952.56,0,4750000,46096.206081,104.89530899999954,1191.6643479261836
77,train,250000,218,13821.743119266055,668,36184,0.0025,19250000,1000000,2036.03,30.621791678604058,4812500,46598.110419,501.9032489999954,498.10396824110273
77,test,125000,107,11630.878504672899,1392,27136,0.00125,19250000,1000000,2038.49,0,4812500,46702.918978999995,104.77544799999305,1193.027587913614
78,train,250000,256,13350.562500000007,1496,32252,0.0025,19500000,1000000,1907.47,32.804767349653645,4875000,47205.060305,502.14024100000097,497.86888121559554
78,test,125000,95,11258.10526315789,1412,31796,0.00125,19500000,1000000,1886.36,0,4875000,47309.755062,104.66240100000141,1194.316190013626
79,train,250000,258,13951.891472868212,1420,31684,0.0025,19750000,1000000,2003.97,37.147772397243429,4937500,47811.560551999995,501.8044019999943,498.2020863180926
79,test,125000,95,13065.515789473684,1456,27320,0.00125,19750000,1000000,1997.45,0,4937500,47916.109899999996,104.51691600000049,1195.9786490447098
80,train,250000,234,14255.555555555547,1580,35512,0.0025,20000000,1000000,2021.53,38.095912065698926,5000000,48418.107936,501.996954000002,498.0109899232556
80,test,125000,106,14260.830188679238,676,36156,0.00125,20000000,1000000,2012.47,0,5000000,48522.975708,104.83522800000355,1192.347289977714
81,train,250000,216,14101.962962962974,1052,35564,0.0025,20250000,1000000,1871.71,36.984732698714687,5062500,49026.317457,503.34067199999845,496.68150003979963
81,test,125000,94,13313.574468085106,1676,36468,0.00125,20250000,1000000,1844.3,0,5062500,49131.707528,105.3571460000021,1186.4406425739503
82,train,250000,211,13770.426540284356,4,36252,0.0025,20500000,1000000,2001.12,33.505763615306471,5125000,49635.83113,504.12245699999767,495.9112543562033
82,test,125000,138,11072.608695652172,908,25336,0.00125,20500000,1000000,2006.98,0,5125000,49741.202342,105.33819199999562,1186.654124460435
83,train,250000,278,10839.884892086337,1212,33668,0.0025,20750000,1000000,1952.58,36.282705462903138,5187500,50245.443704,504.24022200000036,495.7954345815749
83,test,125000,113,15250.371681415929,1484,34672,0.00125,20750000,1000000,1975.32,0,5187500,50351.009212,105.53260299999965,1184.4680832898664
84,train,250000,234,12220.39316239316,680,36268,0.0025,21000000,1000000,2159.2,38.232388822370098,5250000,50855.186695,504.1754929999952,495.8590877006439
84,test,125000,100,13920.679999999998,4564,30472,0.00125,21000000,1000000,2173.7,0,5250000,50960.741765,105.5223049999986,1184.5836764085248
85,train,250000,264,11724.196969696974,1324,32296,0.0025,21250000,1000000,1901.02,36.979975057760349,5312500,51465.336826,504.5939340000041,495.4478901841059
85,test,125000,44,15055.363636363638,1740,32960,0.00125,21250000,1000000,1897.99,0,5312500,51570.601686999995,105.2318249999953,1187.853579466151
